Age,AskPrice,Brand_std,Fuel_std,Owner_std,Transmission_std,Year,kmDriven,km_per_year
7,625000.0,Honda,Petrol,First,Automatic,2018,81000.0,10800.0
4,565000.0,Hyundai,Petrol,Second,Manual,2021,20000.0,4444.444444444444
2,845000.0,Maruti Suzuki,Petrol,First,Automatic,2023,16000.0,6400.0
3,760000.0,Hyundai,Petrol,First,Manual,2022,7700.0,2200.0
11,2400000.0,Mercedes-Benz,Diesel,First,Automatic,2014,120000.0,10434.782608695652
2,725000.0,Maruti Suzuki,Petrol,First,Automatic,2023,11000.0,4400.0
5,899000.0,Maruti Suzuki,Petrol,First,Manual,2020,18000.0,3272.7272727272725
5,350000.0,Maruti Suzuki,Petrol,First,Automatic,2020,30000.0,5454.545454545455
7,4325111.0,Bmw,Diesel,First,Automatic,2018,52000.0,6933.333333333333
7,2100000.0,Toyota,Diesel,First,Manual,2018,80000.0,10666.666666666666
7,1399999.0,Toyota,Diesel,Second,Automatic,2018,53000.0,7066.666666666667
9,260000.0,Tata,Diesel,Second,Manual,2016,43500.0,4578.9473684210525
9,335000.0,Hyundai,Petrol,First,Manual,2016,50000.0,5263.1578947368425
13,1350000.0,Toyota,Diesel,Second,Automatic,2012,185000.0,13703.703703703704
8,525000.0,Honda,Diesel,First,Manual,2017,84000.0,9882.35294117647
4,3299000.0,Skoda,Petrol,First,Automatic,2021,25296.0,5621.333333333333
6,712000.0,Renault,Diesel,First,Automatic,2019,79200.0,12184.615384615385
6,545000.0,Skoda,Petrol,Second,Automatic,2019,60110.0,9247.692307692309
2,4250000.0,Toyota,Diesel,First,Automatic,2023,6400.0,2560.0
10,445000.0,Maruti Suzuki,Petrol,Second,Manual,2015,58200.0,5542.857142857143
12,185101.0,Maruti Suzuki,Petrol,First,Manual,2013,16231.0,1298.48
6,615000.0,Maruti Suzuki,Diesel,First,Automatic,2019,65000.0,10000.0
16,325000.0,Hyundai,Petrol,First,Automatic,2009,16000.0,969.6969696969697
19,105000.0,Hyundai,Petrol,Second,Manual,2006,32950.0,1689.7435897435898
12,2400000.0,Mercedes-Benz,Diesel,Second,Automatic,2013,100000.0,8000.0
8,675000.0,Maruti Suzuki,Diesel,First,Manual,2017,68000.0,8000.0
9,1270000.0,Toyota,Diesel,First,Automatic,2016,125000.0,13157.894736842105
4,1659000.0,Hyundai,Petrol,First,Automatic,2021,40500.0,9000.0
5,1225000.0,Mg,Petrol,Second,Automatic,2020,45000.0,8181.818181818182
13,250000.0,Honda,Petrol,Second,Manual,2012,59600.0,4414.814814814815
10,585000.0,Hyundai,Petrol,First,Manual,2015,80000.0,7619.047619047619
9,385000.0,Maruti Suzuki,Diesel,Second,Manual,2016,107000.0,11263.157894736842
12,189101.0,Maruti Suzuki,Petrol,First,Manual,2013,65321.0,5225.68
15,750000.0,Mercedes-Benz,Diesel,Second,Automatic,2010,130000.0,8387.09677419355
9,2500000.0,Jaguar,Diesel,Second,Automatic,2016,76000.0,8000.0
8,720000.0,Maruti Suzuki,Petrol,Second,Automatic,2017,32000.0,3764.705882352941
8,599999.0,Volkswagen,Petrol,Second,Manual,2017,56300.0,6623.529411764706
15,250000.0,Maruti Suzuki,Petrol,Second,Manual,2010,195000.0,12580.645161290322
6,280000.0,Datsun,Petrol,Second,Automatic,2019,15698.0,2415.076923076923
15,130000.0,Maruti Suzuki,Diesel,Second,Automatic,2010,120000.0,7741.935483870968
2,2185000.0,Mg,Petrol,First,Automatic,2023,7600.0,3040.0
3,4950000.0,Mercedes-Benz,Diesel,First,Automatic,2022,16500.0,4714.285714285715
8,4290000.0,Mercedes-Benz,Diesel,First,Automatic,2017,15000.0,1764.7058823529412
2,3495000.0,Jeep,Diesel,First,Automatic,2023,16000.0,6400.0
12,265000.0,Renault,Diesel,Second,Manual,2013,98325.0,7866.0
9,238000.0,Maruti Suzuki,Petrol,Second,Manual,2016,75000.0,7894.736842105263
4,575000.0,Volkswagen,Petrol,Second,Manual,2021,14500.0,3222.222222222222
3,1025000.0,Force,Diesel,First,Manual,2022,21000.0,6000.0
11,799999.0,Hyundai,Diesel,Second,Automatic,2014,62394.0,5425.565217391304
9,745000.0,Mahindra,Diesel,First,Manual,2016,95000.0,10000.0
6,775000.0,Nissan,Diesel,First,Manual,2019,125000.0,19230.76923076923
11,475000.0,Honda,Petrol,Second,Manual,2014,61000.0,5304.347826086957
9,335000.0,Hyundai,Petrol,First,Manual,2016,41258.0,4342.9473684210525
7,345000.0,Maruti Suzuki,Petrol,First,Automatic,2018,46000.0,6133.333333333333
12,392000.0,Hyundai,Diesel,Second,Manual,2013,82000.0,6560.0
19,145000.0,Maruti Suzuki,Petrol,Second,Manual,2006,59700.0,3061.5384615384614
6,320000.0,Renault,Petrol,Second,Automatic,2019,60000.0,9230.76923076923
10,865000.0,Hyundai,Diesel,Second,Manual,2015,76000.0,7238.0952380952385
10,1250000.0,Toyota,Diesel,Second,Manual,2015,130000.0,12380.952380952382
8,1999000.0,Ford,Diesel,First,Automatic,2017,78000.0,9176.470588235294
16,126000.0,Maruti Suzuki,Petrol,Second,Manual,2009,61000.0,3696.969696969697
13,335000.0,Maruti Suzuki,Petrol,Second,Manual,2012,72000.0,5333.333333333333
11,1849999.0,Audi,Diesel,Second,Automatic,2014,77000.0,6695.652173913043
9,1399000.0,Audi,Diesel,First,Automatic,2016,94000.0,9894.736842105263
13,340000.0,Maruti Suzuki,Diesel,First,Automatic,2012,125000.0,9259.25925925926
9,590000.0,Hyundai,Diesel,First,Manual,2016,64000.0,6736.8421052631575
12,465000.0,Hyundai,Diesel,Second,Automatic,2013,64000.0,5120.0
11,470000.0,Maruti Suzuki,Diesel,Second,Manual,2014,106000.0,9217.391304347826
9,239999.0,Tata,Petrol,First,Automatic,2016,39000.0,4105.263157894737
10,410000.0,Maruti Suzuki,Diesel,Second,Manual,2015,102000.0,9714.285714285714
6,3850000.0,Mini,Petrol,Second,Automatic,2019,25000.0,3846.153846153846
9,495000.0,Hyundai,Petrol,First,Automatic,2016,25000.0,2631.5789473684213
10,700000.0,Hyundai,Diesel,First,Manual,2015,53500.0,5095.238095238095
6,1090000.0,Maruti Suzuki,Diesel,First,Manual,2019,73000.0,11230.76923076923
16,549200.0,Mitsubishi,Petrol,Second,Automatic,2009,64800.0,3927.2727272727275
12,799000.0,Bmw,Diesel,Second,Automatic,2013,75000.0,6000.0
16,295000.0,Maruti Suzuki,Diesel,Second,Manual,2009,169000.0,10242.424242424242
4,1600000.0,Mg,Petrol,First,Automatic,2021,36000.0,8000.0
10,495000.0,Maruti Suzuki,Diesel,First,Manual,2015,74000.0,7047.619047619048
9,375000.0,Maruti Suzuki,Petrol,Second,Automatic,2016,44000.0,4631.578947368421
12,310000.0,Volkswagen,Diesel,First,Manual,2013,163000.0,13040.0
9,700000.0,Maruti Suzuki,Diesel,First,Manual,2016,50000.0,5263.1578947368425
8,665000.0,Ford,Petrol,First,Automatic,2017,48082.0,5656.705882352941
3,2050000.0,Tata,Diesel,First,Automatic,2022,31000.0,8857.142857142857
7,4500000.0,Mercedes-Benz,Diesel,Second,Automatic,2018,60000.0,8000.0
7,520000.0,Maruti Suzuki,Petrol,First,Automatic,2018,43000.0,5733.333333333333
3,850000.0,Hyundai,Petrol,First,Automatic,2022,18400.0,5257.142857142857
3,675000.0,Tata,Petrol,Second,Automatic,2022,4600.0,1314.2857142857142
7,765000.0,Maruti Suzuki,Diesel,First,Automatic,2018,72000.0,9600.0
6,1550000.0,Honda,Petrol,First,Automatic,2019,45000.0,6923.076923076923
8,995000.0,Mahindra,Diesel,First,Manual,2017,90000.0,10588.235294117647
7,785000.0,Maruti Suzuki,Diesel,Second,Automatic,2018,117000.0,15600.0
13,649000.0,Bmw,Diesel,Second,Automatic,2012,51000.0,3777.777777777778
8,5175111.0,Mercedes-Benz,Diesel,First,Automatic,2017,53000.0,6235.294117647059
7,575000.0,Maruti Suzuki,Petrol,Second,Automatic,2018,66000.0,8800.0
11,750000.0,Volkswagen,Diesel,First,Automatic,2014,89000.0,7739.130434782609
11,145000.0,Chevrolet,Diesel,Second,Manual,2014,67000.0,5826.086956521739
7,2900000.0,Audi,Petrol,First,Automatic,2018,57000.0,7600.0
8,3150000.0,Mercedes-Benz,Diesel,First,Automatic,2017,60000.0,7058.823529411765
15,395000.0,Toyota,Diesel,Second,Manual,2010,101412.0,6542.709677419355
10,475000.0,Honda,Petrol,First,Manual,2015,68530.0,6526.666666666667
6,1149000.0,Tata,Diesel,First,Manual,2019,73000.0,11230.76923076923
7,397000.0,Maruti Suzuki,Petrol,Second,Manual,2018,62000.0,8266.666666666666
10,415000.0,Honda,Petrol,Second,Manual,2015,40500.0,3857.1428571428573
11,180000.0,Maruti Suzuki,Petrol,Second,Automatic,2014,48000.0,4173.913043478261
7,1025000.0,Hyundai,Diesel,First,Manual,2018,70111.0,9348.133333333333
8,265000.0,Hyundai,Petrol,Second,Manual,2017,68000.0,8000.0
12,1200000.0,Bmw,Diesel,First,Automatic,2013,57000.0,4560.0
11,670000.0,Honda,Diesel,Second,Manual,2014,170000.0,14782.608695652174
13,298000.0,Volkswagen,Diesel,First,Manual,2012,47000.0,3481.4814814814813
9,525000.0,Chevrolet,Diesel,Second,Automatic,2016,65000.0,6842.105263157895
5,3000000.0,Kia,Diesel,First,Automatic,2020,61000.0,11090.90909090909
11,375000.0,Hyundai,Petrol,Second,Manual,2014,51000.0,4434.782608695652
3,1160000.0,Hyundai,Petrol,First,Manual,2022,3000.0,857.1428571428571
5,1155000.0,Hyundai,Petrol,Second,Automatic,2020,70000.0,12727.272727272728
12,185000.0,Honda,Petrol,Second,Manual,2013,76000.0,6080.0
5,610000.0,Maruti Suzuki,Petrol,First,Manual,2020,52450.0,9536.363636363636
11,470000.0,Mahindra,Diesel,Second,Manual,2014,100000.0,8695.652173913044
10,425000.0,Maruti Suzuki,Diesel,Second,Manual,2015,83000.0,7904.761904761905
15,249999.0,Hyundai,Petrol,First,Manual,2010,64000.0,4129.032258064516
8,280000.0,Maruti Suzuki,Petrol,Second,Manual,2017,95000.0,11176.470588235294
10,345000.0,Maruti Suzuki,Petrol,First,Manual,2015,52000.0,4952.380952380952
14,149000.0,Ford,Petrol,First,Manual,2011,68000.0,4689.6551724137935
9,485000.0,Honda,Diesel,Second,Manual,2016,90500.0,9526.315789473685
7,849000.0,Jeep,Diesel,Second,Manual,2018,86000.0,11466.666666666666
12,275000.0,Toyota,Diesel,First,Manual,2013,85000.0,6800.0
4,715000.0,Maruti Suzuki,Petrol,First,Manual,2021,38000.0,8444.444444444445
3,735000.0,Renault,Petrol,First,Automatic,2022,35000.0,10000.0
8,590000.0,Maruti Suzuki,Diesel,First,Manual,2017,72000.0,8470.588235294117
11,715000.0,Mahindra,Diesel,Second,Manual,2014,78000.0,6782.608695652174
9,255000.0,Maruti Suzuki,Petrol,Second,Automatic,2016,41000.0,4315.789473684211
13,199999.0,Fiat,Diesel,First,Manual,2012,69500.0,5148.148148148148
5,965000.0,Hyundai,Petrol,Second,Manual,2020,50400.0,9163.636363636364
7,2700000.0,Toyota,Diesel,Second,Manual,2018,100000.0,13333.333333333334
11,400000.0,Honda,Diesel,First,Manual,2014,9876.0,858.7826086956521
13,400000.0,Maruti Suzuki,Petrol,Second,Automatic,2012,58000.0,4296.2962962962965
7,2850000.0,Jaguar,Petrol,Second,Automatic,2018,28650.0,3820.0
5,624999.0,Renault,Petrol,First,Automatic,2020,26700.0,4854.545454545455
10,1035000.0,Audi,Diesel,Second,Automatic,2015,41000.0,3904.7619047619046
3,1445000.0,Kia,Petrol,Second,Automatic,2022,20890.0,5968.571428571428
6,3475000.0,Mercedes-Benz,Diesel,First,Automatic,2019,14700.0,2261.5384615384614
10,375000.0,Hyundai,Petrol,First,Manual,2015,54000.0,5142.857142857143
9,775000.0,Maruti Suzuki,Diesel,Second,Manual,2016,199600.0,21010.526315789473
10,1465000.0,Mercedes-Benz,Diesel,First,Automatic,2015,34000.0,3238.095238095238
4,1490000.0,Mahindra,Petrol,Second,Automatic,2021,26000.0,5777.777777777777
12,950000.0,Mahindra,Diesel,Second,Manual,2013,16872.0,1349.76
8,450000.0,Hyundai,Diesel,Second,Automatic,2017,70000.0,8235.29411764706
1,6175000.0,Mercedes-Benz,Petrol,First,Automatic,2024,8000.0,5333.333333333333
3,544000.0,Maruti Suzuki,Petrol,First,Manual,2022,33506.0,9573.142857142857
7,265000.0,Hyundai,Petrol,Second,Manual,2018,48000.0,6400.0
12,710000.0,Maruti Suzuki,Diesel,Second,Manual,2013,83000.0,6640.0
5,890000.0,Hyundai,Petrol,First,Automatic,2020,30000.0,5454.545454545455
6,1000000.0,Skoda,Diesel,Second,Automatic,2019,72000.0,11076.923076923076
9,3850000.0,Audi,Diesel,First,Automatic,2016,63000.0,6631.578947368421
19,130000.0,Honda,Petrol,Second,Manual,2006,92000.0,4717.948717948718
4,2990000.0,Kia,Diesel,First,Automatic,2021,47000.0,10444.444444444445
6,675000.0,Maruti Suzuki,Diesel,Second,Automatic,2019,35000.0,5384.615384615385
16,80000.0,Hyundai,Petrol,Second,Manual,2009,58496.0,3545.212121212121
5,625000.0,Renault,Petrol,First,Automatic,2020,26000.0,4727.272727272727
11,260000.0,Hyundai,Petrol,Second,Manual,2014,29000.0,2521.7391304347825
15,99000.0,Hyundai,Petrol,Second,Manual,2010,74000.0,4774.193548387097
11,1225000.0,Audi,Diesel,First,Automatic,2014,113000.0,9826.08695652174
11,749999.0,Audi,Diesel,Second,Automatic,2014,68000.0,5913.04347826087
11,201000.0,Hyundai,Petrol,First,Manual,2014,63000.0,5478.260869565217
7,1650000.0,Toyota,Diesel,First,Automatic,2018,77000.0,10266.666666666666
7,639000.0,Maruti Suzuki,Petrol,First,Manual,2018,73000.0,9733.333333333334
3,3765000.0,Bmw,Petrol,First,Automatic,2022,2000.0,571.4285714285714
4,1325000.0,Mahindra,Petrol,First,Automatic,2021,34000.0,7555.555555555556
8,2300000.0,Toyota,Diesel,Second,Automatic,2017,46000.0,5411.764705882353
16,288000.0,Hyundai,Petrol,Second,Automatic,2009,69000.0,4181.818181818182
11,275000.0,Maruti Suzuki,Petrol,First,Manual,2014,81388.0,7077.217391304348
11,249000.0,Hyundai,Petrol,First,Manual,2014,41500.0,3608.695652173913
3,1098000.0,Honda,Petrol,First,Manual,2022,27000.0,7714.285714285715
6,3450000.0,Mercedes-Benz,Diesel,First,Automatic,2019,70000.0,10769.23076923077
10,449999.0,Honda,Petrol,Second,Automatic,2015,53000.0,5047.619047619048
13,325000.0,Hyundai,Petrol,Second,Automatic,2012,53750.0,3981.4814814814813
8,1475000.0,Toyota,Diesel,First,Manual,2017,171000.0,20117.647058823528
5,549000.0,Hyundai,Petrol,First,Manual,2020,100000.0,18181.81818181818
8,440000.0,Maruti Suzuki,Petrol,First,Automatic,2017,79000.0,9294.117647058823
7,825000.0,Maruti Suzuki,Diesel,Second,Manual,2018,106000.0,14133.333333333334
13,298000.0,Hyundai,Petrol,Second,Automatic,2012,67000.0,4962.962962962963
6,689000.0,Toyota,Petrol,First,Manual,2019,64000.0,9846.153846153846
9,500000.0,Maruti Suzuki,Diesel,First,Automatic,2016,8788.0,925.0526315789474
9,925000.0,Hyundai,Diesel,First,Manual,2016,108000.0,11368.421052631578
13,120000.0,Maruti Suzuki,Petrol,Second,Manual,2012,110000.0,8148.148148148148
3,1290000.0,Mahindra,Petrol,Second,Automatic,2022,27000.0,7714.285714285715
9,650000.0,Honda,Petrol,First,Automatic,2016,33950.0,3573.684210526316
6,539101.0,Tata,Diesel,First,Manual,2019,67231.0,10343.23076923077
7,650000.0,Honda,Petrol,First,Manual,2018,55000.0,7333.333333333333
5,580000.0,Tata,Petrol,First,Manual,2020,74000.0,13454.545454545454
14,210000.0,Maruti Suzuki,Petrol,First,Manual,2011,110858.0,7645.379310344828
3,2149999.0,Mahindra,Diesel,First,Automatic,2022,29000.0,8285.714285714286
6,220000.0,Nissan,Petrol,First,Manual,2019,35000.0,5384.615384615385
11,1040000.0,Mercedes-Benz,Petrol,Second,Automatic,2014,41000.0,3565.217391304348
3,1190000.0,Mg,Petrol,First,Automatic,2022,47200.0,13485.714285714286
6,725000.0,Maruti Suzuki,Diesel,First,Automatic,2019,75000.0,11538.461538461539
7,425000.0,Maruti Suzuki,Petrol,First,Automatic,2018,82000.0,10933.333333333334
10,425000.0,Mahindra,Diesel,Second,Manual,2015,53000.0,5047.619047619048
10,649000.0,Toyota,Petrol,Second,Automatic,2015,74000.0,7047.619047619048
13,315000.0,Maruti Suzuki,Diesel,Second,Manual,2012,158000.0,11703.703703703704
12,425000.0,Skoda,Diesel,Second,Manual,2013,150000.0,12000.0
8,2400000.0,Toyota,Diesel,Second,Manual,2017,190000.0,22352.941176470587
5,925000.0,Maruti Suzuki,Petrol,Second,Automatic,2020,19000.0,3454.5454545454545
4,740000.0,Maruti Suzuki,Petrol,First,Manual,2021,18000.0,4000.0
10,450000.0,Ford,Diesel,Second,Automatic,2015,72000.0,6857.142857142857
14,190000.0,Maruti Suzuki,Petrol,Second,Manual,2011,65500.0,4517.241379310345
3,775000.0,Toyota,Petrol,First,Manual,2022,9000.0,2571.4285714285716
12,175000.0,Chevrolet,Petrol,First,Manual,2013,27000.0,2160.0
4,6000000.0,Bmw,Petrol,First,Automatic,2021,20000.0,4444.444444444444
7,499000.0,Maruti Suzuki,Diesel,Second,Manual,2018,120000.0,16000.0
10,345000.0,Hyundai,Diesel,First,Manual,2015,68500.0,6523.809523809524
1,2175000.0,Mg,Petrol,First,Automatic,2024,15000.0,10000.0
9,435000.0,Ford,Petrol,First,Automatic,2016,37000.0,3894.7368421052633
14,140000.0,Hyundai,Petrol,Second,Automatic,2011,51000.0,3517.2413793103447
13,735000.0,Bmw,Diesel,Second,Automatic,2012,53000.0,3925.925925925926
12,1950000.0,Mercedes-Benz,Diesel,Second,Automatic,2013,68000.0,5440.0
3,1525000.0,Kia,Petrol,First,Automatic,2022,25000.0,7142.857142857143
8,1100000.0,Toyota,Diesel,Second,Manual,2017,97000.0,11411.764705882353
8,1500000.0,Mahindra,Diesel,First,Manual,2017,59000.0,6941.176470588235
10,380000.0,Hyundai,Petrol,Second,Manual,2015,57000.0,5428.571428571428
6,1040000.0,Hyundai,Petrol,First,Automatic,2019,64000.0,9846.153846153846
16,130000.0,Maruti Suzuki,Petrol,Second,Manual,2009,82000.0,4969.69696969697
8,320000.0,Renault,Petrol,Second,Automatic,2017,65000.0,7647.058823529412
8,2149000.0,Land Rover,Diesel,First,Automatic,2017,72000.0,8470.588235294117
7,3095000.0,Toyota,Diesel,First,Manual,2018,11000.0,1466.6666666666667
14,400000.0,Skoda,Petrol,Second,Automatic,2011,90000.0,6206.896551724138
5,700000.0,Mahindra,Diesel,Second,Manual,2020,168000.0,30545.454545454544
6,495000.0,Maruti Suzuki,Petrol,First,Automatic,2019,58900.0,9061.538461538461
3,645000.0,Maruti Suzuki,Petrol,First,Automatic,2022,52000.0,14857.142857142857
11,895000.0,Mercedes-Benz,Diesel,Second,Automatic,2014,86000.0,7478.260869565217
4,1040000.0,Honda,Petrol,First,Automatic,2021,43000.0,9555.555555555555
4,840000.0,Skoda,Petrol,First,Automatic,2021,34000.0,7555.555555555556
10,450000.0,Hyundai,Diesel,First,Manual,2015,87000.0,8285.714285714286
10,570000.0,Maruti Suzuki,Diesel,Second,Manual,2015,81000.0,7714.285714285715
8,575002.0,Honda,Petrol,Second,Automatic,2017,47000.0,5529.411764705882
2,1599999.0,Mg,Petrol,First,Automatic,2023,15744.0,6297.6
11,595000.0,Honda,Diesel,First,Manual,2014,78000.0,6782.608695652174
6,525000.0,Maruti Suzuki,Petrol,Second,Automatic,2019,25000.0,3846.153846153846
7,880000.0,Hyundai,Petrol,First,Automatic,2018,74000.0,9866.666666666666
18,165000.0,Hyundai,Petrol,Second,Manual,2007,75000.0,4054.054054054054
7,580000.0,Toyota,Petrol,Second,Automatic,2018,61000.0,8133.333333333333
11,350000.0,Honda,Petrol,First,Automatic,2014,62000.0,5391.304347826087
8,590000.0,Renault,Diesel,First,Manual,2017,130000.0,15294.117647058823
7,2849000.0,Toyota,Diesel,Second,Automatic,2018,130000.0,17333.333333333332
8,2850000.0,Mercedes-Benz,Diesel,Second,Automatic,2017,151000.0,17764.70588235294
7,1280000.0,Mahindra,Diesel,Second,Manual,2018,95000.0,12666.666666666666
14,851000.0,Audi,Diesel,Second,Automatic,2011,103000.0,7103.448275862069
13,315000.0,Hyundai,Diesel,Second,Manual,2012,149175.0,11050.0
14,343000.0,Toyota,Petrol,Second,Manual,2011,52000.0,3586.206896551724
5,1499000.0,Hyundai,Diesel,First,Manual,2020,70000.0,12727.272727272728
16,475000.0,Mercedes-Benz,Diesel,Second,Automatic,2009,21000.0,1272.7272727272727
9,560000.0,Renault,Diesel,First,Manual,2016,119000.0,12526.315789473685
11,1645000.0,Mercedes-Benz,Diesel,First,Automatic,2014,135000.0,11739.130434782608
7,645000.0,Tata,Petrol,First,Automatic,2018,52000.0,6933.333333333333
5,3400000.0,Toyota,Diesel,First,Automatic,2020,54000.0,9818.181818181818
10,345000.0,Maruti Suzuki,Diesel,Second,Manual,2015,74566.0,7101.523809523809
3,1775000.0,Mahindra,Diesel,First,Automatic,2022,32500.0,9285.714285714286
3,550000.0,Maruti Suzuki,Petrol,Second,Manual,2022,60000.0,17142.85714285714
5,1075000.0,Tata,Diesel,First,Manual,2020,29000.0,5272.727272727273
2,1850000.0,Skoda,Petrol,First,Automatic,2023,17694.0,7077.6
4,1149000.0,Maruti Suzuki,Petrol,First,Automatic,2021,25524.0,5672.0
9,550000.0,Honda,Diesel,First,Manual,2016,91000.0,9578.947368421053
12,295000.0,Maruti Suzuki,Petrol,Second,Manual,2013,70000.0,5600.0
11,285000.0,Renault,Diesel,First,Manual,2014,85000.0,7391.304347826087
21,110000.0,Maruti Suzuki,Diesel,Second,Manual,2004,170000.0,7906.976744186047
2,2025000.0,Mg,Diesel,First,Manual,2023,42000.0,16800.0
17,150000.0,Maruti Suzuki,Petrol,Second,Manual,2008,56000.0,3200.0
3,345000.0,Maruti Suzuki,Petrol,Second,Manual,2022,25000.0,7142.857142857143
18,150000.0,Maruti Suzuki,Petrol,Second,Manual,2007,118000.0,6378.378378378378
9,775000.0,Mahindra,Diesel,First,Manual,2016,82000.0,8631.578947368422
9,1650000.0,Skoda,Petrol,Second,Automatic,2016,60000.0,6315.789473684211
12,715000.0,Honda,Petrol,Second,Automatic,2013,57000.0,4560.0
12,395000.0,Honda,Petrol,First,Manual,2013,45000.0,3600.0
3,665000.0,Honda,Petrol,First,Manual,2022,16000.0,4571.428571428572
4,3750000.0,Toyota,Diesel,First,Automatic,2021,36000.0,8000.0
7,392000.0,Maruti Suzuki,Petrol,First,Automatic,2018,55000.0,7333.333333333333
9,1550000.0,Toyota,Diesel,Second,Automatic,2016,174000.0,18315.78947368421
6,469000.0,Ford,Diesel,First,Manual,2019,60000.0,9230.76923076923
12,275000.0,Tata,Diesel,Second,Manual,2013,42000.0,3360.0
7,525000.0,Hyundai,Petrol,Second,Automatic,2018,28000.0,3733.3333333333335
4,440000.0,Maruti Suzuki,Petrol,Second,Manual,2021,13000.0,2888.8888888888887
9,255000.0,Renault,Petrol,First,Manual,2016,77000.0,8105.263157894737
4,1699000.0,Hyundai,Diesel,First,Automatic,2021,45000.0,10000.0
7,860000.0,Jeep,Diesel,Second,Manual,2018,53213.0,7095.066666666667
14,230000.0,Hyundai,Petrol,Second,Manual,2011,53000.0,3655.1724137931033
7,451000.0,Maruti Suzuki,Petrol,First,Automatic,2018,64000.0,8533.333333333334
9,580000.0,Honda,Diesel,First,Manual,2016,80000.0,8421.052631578947
6,6300000.0,Mercedes-Benz,Diesel,First,Automatic,2019,20000.0,3076.923076923077
8,455000.0,Maruti Suzuki,Petrol,Second,Automatic,2017,61000.0,7176.470588235294
10,1350000.0,Volvo,Diesel,First,Automatic,2015,75000.0,7142.857142857143
7,550000.0,Maruti Suzuki,Petrol,Second,Automatic,2018,33251.0,4433.466666666666
11,300000.0,Maruti Suzuki,Petrol,First,Manual,2014,86000.0,7478.260869565217
12,335000.0,Honda,Petrol,First,Manual,2013,54000.0,4320.0
9,450000.0,Maruti Suzuki,Diesel,Second,Manual,2016,158000.0,16631.57894736842
12,580000.0,Maruti Suzuki,Diesel,Second,Manual,2013,70000.0,5600.0
4,1075000.0,Honda,Diesel,Second,Automatic,2021,78000.0,17333.333333333332
12,360000.0,Mahindra,Diesel,Second,Manual,2013,112000.0,8960.0
6,1100000.0,Hyundai,Petrol,First,Automatic,2019,29569.0,4549.076923076923
13,200000.0,Honda,Petrol,First,Automatic,2012,92500.0,6851.851851851852
13,1245000.0,Toyota,Diesel,Second,Automatic,2012,220000.0,16296.296296296296
17,199999.0,Hyundai,Petrol,First,Manual,2008,90000.0,5142.857142857143
1,1550000.0,Mahindra,Diesel,First,Manual,2024,8000.0,5333.333333333333
8,745000.0,Nissan,Diesel,Second,Automatic,2017,80000.0,9411.764705882353
7,4800000.0,Mercedes-Benz,Diesel,Second,Automatic,2018,72000.0,9600.0
2,1450000.0,Maruti Suzuki,Petrol,First,Manual,2023,8400.0,3360.0
17,160000.0,Honda,Petrol,Second,Manual,2008,145000.0,8285.714285714286
5,725000.0,Volkswagen,Petrol,First,Manual,2020,87244.0,15862.545454545454
9,180000.0,Renault,Petrol,Second,Automatic,2016,88000.0,9263.157894736842
16,1250000.0,Volvo,Diesel,Second,Automatic,2009,94000.0,5696.969696969697
7,400000.0,Maruti Suzuki,Petrol,Second,Automatic,2018,38000.0,5066.666666666667
8,514999.0,Maruti Suzuki,Diesel,Second,Manual,2017,69500.0,8176.470588235294
9,625000.0,Mahindra,Diesel,Second,Manual,2016,24000.0,2526.315789473684
3,1299000.0,Honda,Petrol,First,Automatic,2022,10000.0,2857.1428571428573
5,695000.0,Tata,Petrol,First,Automatic,2020,55000.0,10000.0
13,895000.0,Toyota,Diesel,First,Manual,2012,151000.0,11185.185185185184
10,1390000.0,Toyota,Diesel,Second,Manual,2015,73500.0,7000.0
5,1000000.0,Kia,Petrol,First,Automatic,2020,20200.0,3672.7272727272725
7,1875000.0,Toyota,Diesel,Second,Automatic,2018,162000.0,21600.0
4,891000.0,Volkswagen,Petrol,First,Automatic,2021,73000.0,16222.222222222223
8,278000.0,Hyundai,Petrol,First,Manual,2017,56000.0,6588.235294117647
2,600000.0,Maruti Suzuki,Petrol,Second,Manual,2023,35000.0,14000.0
9,389999.0,Ford,Petrol,Second,Automatic,2016,113546.0,11952.21052631579
4,1300000.0,Kia,Petrol,First,Manual,2021,9020.0,2004.4444444444443
10,475000.0,Maruti Suzuki,Petrol,Second,Automatic,2015,20460.0,1948.5714285714287
14,250000.0,Volkswagen,Diesel,Second,Manual,2011,130000.0,8965.51724137931
10,650000.0,Mahindra,Diesel,First,Manual,2015,67000.0,6380.952380952381
7,695000.0,Hyundai,Petrol,Second,Manual,2018,51000.0,6800.0
6,3000000.0,Bmw,Diesel,First,Automatic,2019,44000.0,6769.2307692307695
11,460000.0,Honda,Petrol,Second,Automatic,2014,99920.0,8688.695652173914
10,1499000.0,Mercedes-Benz,Petrol,Second,Automatic,2015,69000.0,6571.428571428572
5,729000.0,Maruti Suzuki,Petrol,First,Manual,2020,62302.0,11327.636363636364
14,275000.0,Mahindra,Diesel,Second,Manual,2011,165786.0,11433.51724137931
10,490000.0,Honda,Petrol,Second,Automatic,2015,62000.0,5904.761904761905
13,697000.0,Audi,Petrol,First,Automatic,2012,77000.0,5703.7037037037035
7,1049999.0,Jeep,Petrol,First,Automatic,2018,68000.0,9066.666666666666
4,875000.0,Kia,Petrol,First,Automatic,2021,84000.0,18666.666666666668
